G1_D1_0004|G4_D1_2775, G1_D1_0004|G4_D1_2592, 74.44
G4_D2_1086|G4_D2_1086, G4_D2_1086|G4_D1_0265, 100.00
G4_D2_1096|G3_D2_1425, G4_D2_1096|G3_D2_1441, 22.56
G4_D2_1097|G2_D7_0973, G4_D2_1097|G2_D8_2629, 72.18
G4_D2_1098|G2_D6_0706, G4_D2_1098|G2_D8_2628, 25.88
G4_D2_1111|G1_D2_1412, G4_D2_1111|G1_D1_1532, 6.76
G4_D2_1114|G1_D2_1681, G4_D2_1114|G1_D2_0437, 25.40
G4_D2_1117|G5_D3_162, G4_D2_1117|G5_D1_3002, 34.36
G4_D2_1138|G1_D2_1462, G4_D2_1138|G1_D3_0120, 3.87
G4_D2_1145|G2_D8_0406, G4_D2_1145|G2_D7_0005, 7.89
G4_D2_1175|G1_D1_2410, G4_D2_1175|G1_D2_1216, 26.05
G4_D2_1179|G1_D2_0977, G4_D2_1179|G1_D3_0954, 23.51
G4_D2_1209|G2_D6_0981, G4_D2_1209|G2_D8_1478, 30.56
G4_D2_1253|G2_D8_1148, G4_D2_1253|G2_D7_1173, 4.00
G4_D2_1258|G1_D1_3411, G4_D2_1258|G1_D2_2604, 2.52
G4_D2_1273|G1_D1_1930, G4_D2_1273|G1_D1_2200, 23.25
G4_D2_1274|G1_D1_0716, G4_D2_1274|G1_D2_1304, 27.76
G4_D2_1306|G2_D7_0556, G4_D2_1306|G2_D7_0833, 33.12
G4_D2_1308|G1_D1_0844, G4_D2_1308|G1_D3_1072, 16.64
G4_D2_1348|G1_D2_1412, G4_D2_1348|G1_D3_0848, 10.49
G4_D2_1349|G1_D1_1532, G4_D2_1349|G1_D1_3306, 9.79
G4_D2_1441|G2_D4_181, G4_D2_1441|G2_D8_1653, 71.34
G4_D2_1443|G2_D5_015, G4_D2_1443|G2_D4_180, 66.22
G4_D2_1444|G2_D5_020, G4_D2_1444|G2_D4_175, 84.34
G4_D2_1445|G2_D4_174, G4_D2_1445|G2_D6_0615, 79.69
G4_D2_1454|G3_D1_0846, G4_D2_1454|G3_D1_1558, 52.52
G4_D2_1455|G1_D1_2442, G4_D2_1455|G1_D1_2423, 52.00
G4_D2_1468|G3_D2_3173, G4_D2_1468|G3_D1_0092, 81.32
G4_D2_1471|G2_D8_1197, G4_D2_1471|G2_D8_2267, 41.38
G4_D2_1480|G1_D1_2904, G4_D2_1480|G1_D1_2904, 17.90
G4_D2_1484|G5_D3_155, G4_D2_1484|G5_D1_3009, 64.08
G4_D2_1487|G2_D7_1094, G4_D2_1487|G2_D7_1810, 13.54
G4_D2_1489|G5_D1_3004, G4_D2_1489|G5_D3_160, 88.83
G4_D2_1491|G5_D3_162, G4_D2_1491|G5_D1_3002, 87.50
G4_D2_1556|G1_D2_1899, G4_D2_1556|G1_D3_1078, 7.39
G4_D2_1575|G2_D7_1107, G4_D2_1575|G2_D7_1800, 25.76
G4_D2_1579|G5_D4_903, G4_D2_1579|G5_D4_903, 10.28
G4_D2_1677|G4_D2_1677, G4_D2_1677|G4_D1_3329, 100.00
G4_D2_1749|G1_D2_0260, G4_D2_1749|G1_D2_2818, 88.45
G4_D2_1762|G3_D1_2034, G4_D2_1762|G3_D2_1093, 100.00
G4_D2_1792|G3_D2_3177, G4_D2_1792|G3_D1_0096, 20.76
G4_D2_1796|G4_D2_1796, G4_D2_1796|G4_D1_1560, 100.00
G4_D2_1797|G4_D2_1797, G4_D2_1797|G4_D1_1559, 100.00
G4_D2_1798|G4_D2_1798, G4_D2_1798|G4_D1_1558, 100.00
G4_D2_1799|G4_D2_1799, G4_D2_1799|G4_D1_1557, 100.00
G4_D2_1800|G4_D2_1800, G4_D2_1800|G4_D1_1556, 100.00
G4_D2_1801|G1_D1_2346, G4_D2_1801|G1_D1_2580, 14.58
G4_D2_1802|G4_D2_1802, G4_D2_1802|G4_D1_0264, 100.00
G4_D2_1806|G1_D1_1796, G4_D2_1806|G1_D1_1826, 22.94
G4_D2_1817|G5_D2_0986, G4_D2_1817|G5_D2_0585, 7.41
G4_D2_1820|G1_D1_0716, G4_D2_1820|G1_D1_0672, 23.53
G4_D2_1840|G5_D4_075, G4_D2_1840|G5_D1_1290, 85.96
G4_D2_1842|G3_D2_2060, G4_D2_1842|G3_D1_1288, 3.64
G4_D2_1885|G1_D3_0341, G4_D2_1885|G1_D3_0858, 12.24
G4_D2_1889|G1_D1_1826, G4_D2_1889|G1_D1_1796, 19.00
G4_D2_1919|G2_D7_1801, G4_D2_1919|G2_D7_1106, 27.42
G4_D2_1928|G1_D1_2343, G4_D2_1928|G1_D1_1472, 10.88
G4_D2_1930|G5_D1_2999, G4_D2_1930|G5_D3_165, 20.67
G4_D2_1935|G3_D1_1877, G4_D2_1935|G3_D1_1078, 96.99
G4_D2_1936|G3_D1_1876, G4_D2_1936|G3_D1_1079, 78.70
G4_D2_1937|G3_D1_1875, G4_D2_1937|G3_D1_1080, 92.05
G4_D2_1938|G3_D1_1874, G4_D2_1938|G3_D1_1081, 85.80
G4_D2_1939|G3_D1_1873, G4_D2_1939|G3_D1_1082, 91.09
G4_D2_1940|G1_D1_1621, G4_D2_1940|G1_D1_0851, 38.65
G4_D2_2015|G1_D2_1919, G4_D2_2015|G1_D1_0859, 79.58
G4_D2_2048|G3_D2_0575, G4_D2_2048|G3_D2_0575, 3.72
G4_D2_2059|G1_D1_2347, G4_D2_2059|G1_D1_2579, 14.74
G4_D2_2063|G3_D1_0801, G4_D2_2063|G3_D2_1950, 35.57
G4_D2_2133|G3_D1_1284, G4_D2_2133|G3_D2_0676, 36.02
G4_D2_2189|G2_D8_1554, G4_D2_2189|G2_D7_0067, 18.10
G4_D2_2201|G2_D6_0999, G4_D2_2201|G2_D6_0083, 34.52
G4_D2_2203|G5_D4_494, G4_D2_2203|G5_D4_953, 6.57
G4_D2_2247|G5_D4_677, G4_D2_2247|G5_D2_1175, 61.87
G4_D2_2253|G5_D4_880, G4_D2_2253|G5_D1_2169, 27.52
G4_D2_2257|G1_D1_0136, G4_D2_2257|G1_D1_4263, 45.00
G4_D2_2318|G5_D2_1996, G4_D2_2318|G5_D1_0907, 19.20
G4_D2_2349|G2_D7_1663, G4_D2_2349|G2_D7_1663, 7.28
G4_D2_2413|G5_D2_0976, G4_D2_2413|G5_D1_0993, 28.99
G4_D2_2418|G1_D1_0949, G4_D2_2418|G1_D2_0260, 93.27
G5_D1_0008|G2_D8_1647, G5_D1_0008|G2_D5_020, 4.81
G5_D1_0011|G3_D2_1960, G5_D1_0011|G3_D2_0810, 10.54
G5_D1_0165|G2_D7_1906, G5_D1_0165|G2_D8_0939, 13.16
G5_D1_0260|G1_D1_4089, G5_D1_0260|G1_D1_4076, 97.47
G5_D1_0273|G1_D1_4089, G5_D1_0273|G1_D1_4076, 97.47
G5_D1_0382|G4_D1_2895, G5_D1_0382|G4_D1_1880, 61.28
G5_D1_0383|G3_D1_0935, G5_D1_0383|G3_D1_1530, 35.38
G5_D1_0388|G2_D6_0616, G5_D1_0388|G2_D8_1647, 3.29
G5_D1_0409|G1_D1_1317, G5_D1_0409|G1_D1_2564, 1.83
G5_D1_0465|G3_D2_2859, G5_D1_0465|G3_D1_2117, 85.25
G5_D1_0557|G2_D2_194, G5_D1_0557|G2_D7_0803, 29.21
G5_D1_0558|G4_D1_0718, G5_D1_0558|G4_D1_1646, 9.55
G5_D1_0702|G1_D2_0225, G5_D1_0702|G1_D1_0548, 83.49
G5_D1_0798|G1_D2_1532, G5_D1_0798|G1_D3_0695, 23.68
G5_D1_0931|G2_D8_0975, G5_D1_0931|G2_D7_1254, 97.43
G5_D1_0965|G4_D2_0329, G5_D1_0965|G4_D1_2028, 33.00
G5_D1_0978|G2_D6_0649, G5_D1_0978|G2_D7_0928, 27.27
G5_D1_1106|G2_D6_0148, G5_D1_1106|G2_D6_1028, 38.03
G5_D1_1132|G1_D1_2988, G5_D1_1132|G1_D2_0465, 49.77
G5_D1_1188|G3_D2_0686, G5_D1_1188|G3_D1_0533, 27.72
G5_D1_1274|G3_D2_3176, G5_D1_1274|G3_D1_0095, 43.68
G5_D1_1290|G5_D4_075, G5_D1_1290|G5_D1_1290, 100.00
G5_D1_1293|G3_D1_1288, G5_D1_1293|G3_D2_1490, 4.44
G5_D1_1294|G2_D7_0246, G5_D1_1294|G2_D6_1089, 17.57
G5_D1_1381|G1_D1_2773, G5_D1_1381|G1_D2_1795, 40.20
G5_D1_1607|G3_D2_2273, G5_D1_1607|G3_D2_1389, 33.54
G5_D1_1684|G2_D8_1714, G5_D1_1684|G2_D8_2879, 96.18
G5_D1_1795|G2_D7_0743, G5_D1_1795|G2_D7_0409, 65.49
G5_D1_1868|G1_D1_3361, G5_D1_1868|G1_D1_1858, 15.89
G5_D1_2050|G2_D7_1721, G5_D1_2050|G2_D7_0838, 35.67
G5_D1_2053|G2_D8_1433, G5_D1_2053|G2_D8_2846, 21.88
G5_D1_2058|G4_D2_1871, G5_D1_2058|G4_D1_2632, 62.32
G5_D1_2069|G4_D2_1134, G5_D1_2069|G4_D2_1958, 33.87
G5_D1_2107|G4_D2_1768, G5_D1_2107|G4_D2_1406, 91.22
G5_D1_2257|G2_D4_169, G5_D1_2257|G2_D8_1641, 6.19
G5_D1_2267|G1_D2_1304, G5_D1_2267|G1_D1_0716, 22.99
G5_D1_2325|G2_D6_0594, G5_D1_2325|G2_D6_0078, 8.99
G5_D1_2326|G2_D2_194, G5_D1_2326|G2_D7_0803, 29.21
G5_D1_2374|G3_D1_1151, G5_D1_2374|G3_D1_1604, 6.88
G5_D1_2386|G5_D4_593, G5_D1_2386|G5_D1_2386, 100.00
G5_D1_2430|G1_D1_3439, G5_D1_2430|G1_D3_1107, 14.22
G5_D1_2532|G3_D1_1530, G5_D1_2532|G3_D1_0935, 39.77
G5_D1_2554|G3_D1_0095, G5_D1_2554|G3_D2_3176, 27.66
G5_D1_2664|G2_D8_1714, G5_D1_2664|G2_D8_2879, 96.43
G5_D1_2707|G1_D1_2517, G5_D1_2707|G1_D1_0306, 47.82
G5_D1_2708|G1_D1_2518, G5_D1_2708|G1_D1_0305, 79.63
G5_D1_2788|G1_D2_0374, G5_D1_2788|G1_D3_1167, 5.58
G5_D1_2850|G1_D1_2438, G5_D1_2850|G1_D2_2864, 28.22
G5_D1_2870|G4_D2_0457, G5_D1_2870|G4_D2_0693, 7.10
G5_D1_2989|G2_D7_1800, G5_D1_2989|G2_D7_1107, 21.67
G5_D1_3006|G2_D7_1094, G5_D1_3006|G2_D7_1810, 13.25
G5_D1_3055|G4_D2_1863, G5_D1_3055|G4_D2_1862, 25.76
G5_D1_3058|G3_D2_2050, G5_D1_3058|G3_D1_2068, 24.48
G5_D2_0073|G1_D2_1303, G5_D2_0073|G1_D1_0717, 6.15
G5_D2_0087|G2_D7_1085, G5_D2_0087|G2_D8_1952, 34.44
G5_D2_0097|G2_D4_174, G5_D2_0097|G2_D8_1646, 81.85
G5_D2_0130|G1_D2_1200, G5_D2_0130|G1_D3_1236, 25.63
G5_D2_0172|G3_D1_1151, G5_D2_0172|G3_D1_0043, 34.43
G5_D2_0209|G2_D8_0300, G5_D2_0209|G2_D7_2071, 39.43
G5_D2_0223|G3_D1_1530, G5_D2_0223|G3_D1_0935, 42.12
G5_D2_0227|G2_D8_1957, G5_D2_0227|G2_D8_2566, 13.78
G5_D2_0256|G1_D2_0070, G5_D2_0256|G1_D1_0870, 37.07
G5_D2_0261|G3_D1_0095, G5_D2_0261|G3_D2_3176, 59.77
G5_D2_0264|G3_D2_3174, G5_D2_0264|G3_D1_0093, 16.49
G5_D2_0265|G3_D2_3173, G5_D2_0265|G3_D1_0092, 63.93
G5_D2_0312|G2_D7_1160, G5_D2_0312|G2_D8_1265, 37.31
G5_D2_0326|G3_D1_0996, G5_D2_0326|G3_D1_0444, 21.43
G5_D2_0350|G3_D1_1450, G5_D2_0350|G3_D1_0817, 25.49
G5_D2_0366|G3_D1_1843, G5_D2_0366|G3_D2_0342, 8.83
G5_D2_0375|G2_D8_2707, G5_D2_0375|G2_D6_0927, 13.33
G5_D2_0400|G1_D2_0307, G5_D2_0400|G1_D1_4203, 52.87
G5_D2_0417|G2_D3_060, G5_D2_0417|G2_D3_060, 19.53
G5_D2_0446|G4_D1_0848, G5_D2_0446|G4_D2_1401, 24.07
G5_D2_0449|G1_D1_2265, G5_D2_0449|G1_D3_0148, 8.61
G5_D2_0460|G1_D2_2344, G5_D2_0460|G1_D2_2025, 40.15
G5_D2_0482|G2_D6_0470, G5_D2_0482|G2_D8_1051, 21.00
G5_D2_0498|G3_D1_1876, G5_D2_0498|G3_D1_1079, 26.77
G5_D2_0500|G2_D8_1086, G5_D2_0500|G2_D8_2491, 79.04
G5_D2_0539|G1_D2_0098, G5_D2_0539|G1_D1_2345, 7.26
G5_D2_0541|G2_D7_1809, G5_D2_0541|G2_D7_1095, 53.45
G5_D2_0544|G3_D1_0935, G5_D2_0544|G3_D1_1530, 23.33
G5_D2_0551|G2_D7_1106, G5_D2_0551|G2_D7_1801, 58.12
G5_D2_0552|G2_D7_1800, G5_D2_0552|G2_D7_1107, 35.02
G5_D2_0553|G4_D2_1492, G5_D2_0553|G4_D1_3400, 25.00
G5_D2_0646|G1_D2_0259, G5_D2_0646|G1_D2_2354, 12.11
G5_D2_0688|G3_D1_1875, G5_D2_0688|G3_D1_1080, 28.22
G5_D2_0797|G3_D1_0533, G5_D2_0797|G3_D1_1604, 24.82
G5_D2_0817|G1_D3_1150, G5_D2_0817|G1_D3_1127, 1.54
G5_D2_0929|G1_D1_2929, G5_D2_0929|G1_D1_0616, 37.84
G5_D2_0968|G3_D2_2168, G5_D2_0968|G3_D2_1481, 6.87
G5_D2_1066|G3_D1_1530, G5_D2_1066|G3_D1_0935, 40.43
G5_D2_1070|G3_D1_2323, G5_D2_1070|G3_D2_2088, 22.69
G5_D2_1118|G2_D8_0594, G5_D2_1118|G2_D8_2559, 34.71
G5_D2_1185|G1_D2_0865, G5_D2_1185|G1_D2_2883, 22.82
G5_D2_1305|G1_D1_1542, G5_D2_1305|G1_D2_1315, 22.67
G5_D2_1485|G3_D2_1822, G5_D2_1485|G3_D2_0186, 35.64
G5_D2_1496|G2_D5_025, G5_D2_1496|G2_D4_170, 75.56
G5_D2_1537|G4_D1_0287, G5_D2_1537|G4_D2_1086, 98.85
G5_D2_1538|G1_D1_1826, G5_D2_1538|G1_D1_1796, 32.62
G5_D2_1557|G3_D2_0220, G5_D2_1557|G3_D2_1262, 32.10
G5_D2_1584|G1_D2_0755, G5_D2_1584|G1_D1_0856, 40.55
G5_D2_1601|G1_D3_0664, G5_D2_1601|G1_D2_1140, 29.67
G5_D2_1603|G2_D8_3206, G5_D2_1603|G2_D8_3206, 15.14
G5_D2_1635|G4_D2_0645, G5_D2_1635|G4_D2_0408, 53.36
G5_D2_1712|G3_D1_1875, G5_D2_1712|G3_D1_1080, 8.99
G5_D2_1730|G1_D1_1943, G5_D2_1730|G1_D1_2981, 35.50
G5_D2_1731|G1_D1_1040, G5_D2_1731|G1_D1_1510, 37.55
G5_D2_1765|G3_D1_0099, G5_D2_1765|G3_D1_0373, 4.96
G5_D2_1777|G4_D2_0919, G5_D2_1777|G4_D1_1195, 23.20
G5_D2_1786|G4_D2_1937, G5_D2_1786|G4_D2_0358, 24.82
G5_D2_1844|G1_D2_0293, G5_D2_1844|G1_D1_3413, 8.84
G5_D2_1917|G3_D1_1873, G5_D2_1917|G3_D1_1082, 51.32
G5_D2_1918|G3_D1_1081, G5_D2_1918|G3_D1_1874, 61.69
G5_D2_1919|G3_D1_1080, G5_D2_1919|G3_D1_1875, 81.07
G5_D2_1920|G3_D1_1079, G5_D2_1920|G3_D1_1876, 59.43
G5_D2_1922|G3_D1_1078, G5_D2_1922|G3_D1_1877, 72.67
G5_D2_1990|G3_D1_0961, G5_D2_1990|G3_D1_0963, 12.30
G5_D2_1993|G4_D1_2128, G5_D2_1993|G4_D1_2128, 11.30
G5_D2_2015|G3_D2_0261, G5_D2_2015|G3_D1_1729, 36.54
G5_D2_2114|G1_D1_1433, G5_D2_2114|G1_D1_1736, 25.41
G5_D2_2133|G4_D1_3329, G5_D2_2133|G4_D2_1677, 87.25
G5_D2_2158|G2_D7_1531, G5_D2_2158|G2_D7_0637, 48.87
G5_D2_2160|G2_D5_166, G5_D2_2160|G2_D5_391, 10.16
G5_D2_2171|G1_D1_3299, G5_D2_2171|G1_D2_2793, 23.03
G5_D2_2179|G4_D1_1251, G5_D2_2179|G4_D2_0189, 13.54
G5_D2_2180|G4_D1_3040, G5_D2_2180|G4_D1_0088, 25.94
G5_D2_2356|G2_D8_1197, G5_D2_2356|G2_D8_2267, 32.53
G5_D2_2357|G3_D2_3173, G5_D2_2357|G3_D1_0092, 17.29
G5_D2_2403|G1_D1_3028, G5_D2_2403|G1_D1_1652, 23.23
G5_D3_017|G1_D1_0304, G5_D3_017|G1_D1_2519, 4.23
G5_D3_055|G2_D6_0649, G5_D3_055|G2_D7_0928, 27.27
G5_D3_058|G1_D1_2288, G5_D3_058|G1_D3_0030, 1.87
G5_D3_063|G1_D1_0175, G5_D3_063|G1_D1_4276, 3.54
G5_D3_074|G1_D1_0081, G5_D3_074|G1_D1_3648, 8.31
G5_D3_078|G1_D1_1701, G5_D3_078|G1_D1_2580, 19.60
G5_D3_079|G1_D1_1796, G5_D3_079|G1_D1_1826, 3.94
G5_D3_082|G1_D1_2005, G5_D3_082|G1_D1_0683, 54.14
G5_D3_083|G2_D7_1110, G5_D3_083|G2_D8_1187, 30.48
G5_D3_084|G3_D2_1528, G5_D3_084|G3_D1_0099, 23.31
G5_D3_085|G3_D2_2943, G5_D3_085|G3_D2_2536, 4.05
G5_D3_090|G3_D2_2712, G5_D3_090|G3_D1_0439, 50.60
G5_D3_105|G2_D7_0972, G5_D3_105|G2_D6_0706, 9.79
G5_D3_107|G3_D1_0963, G5_D3_107|G3_D1_0961, 13.93
G5_D3_108|G3_D1_0960, G5_D3_108|G3_D1_0960, 20.42
G5_D3_109|G3_D1_0963, G5_D3_109|G3_D1_0961, 13.93
G5_D3_110|G3_D1_0960, G5_D3_110|G3_D1_0960, 23.56
G5_D3_111|G3_D1_0961, G5_D3_111|G3_D1_0963, 12.30
G5_D3_126|G3_D2_1074, G5_D3_126|G3_D2_0346, 4.95
G5_D3_130|G1_D3_0748, G5_D3_130|G1_D1_3290, 10.67
G5_D3_136|G2_D7_1110, G5_D3_136|G2_D8_1187, 37.15
G5_D3_143|G1_D1_4108, G5_D3_143|G1_D1_0384, 28.99
G5_D3_149|G1_D1_1826, G5_D3_149|G1_D1_1796, 16.49
G5_D3_150|G4_D1_0713, G5_D3_150|G4_D1_1636, 14.08
G5_D3_151|G4_D1_1637, G5_D3_151|G4_D2_1086, 44.32
G5_D3_158|G2_D7_1094, G5_D3_158|G2_D7_1810, 15.86
G5_D3_174|G2_D7_1107, G5_D3_174|G2_D7_1800, 22.78
G5_D3_186|G1_D1_1532, G5_D3_186|G1_D1_3288, 7.93
G5_D3_207|G2_D8_0975, G5_D3_207|G2_D7_1254, 5.14
G5_D3_223|G2_D8_0975, G5_D3_223|G2_D7_1254, 5.14
G5_D3_241|G1_D1_2264, G5_D3_241|G1_D3_0149, 8.93
G5_D3_245|G2_D5_031, G5_D3_245|G2_D6_0588, 34.87
G5_D4_012|G1_D3_0816, G5_D4_012|G1_D1_3914, 11.48
G5_D4_040|G4_D2_1278, G5_D4_040|G4_D1_0586, 16.58
G5_D4_063|G1_D1_1861, G5_D4_063|G1_D2_0244, 89.55
G5_D4_073|G3_D1_1288, G5_D4_073|G3_D2_1490, 4.44
G5_D4_075|G5_D4_075, G5_D4_075|G5_D1_1290, 100.00
G5_D4_123|G4_D2_0637, G5_D4_123|G4_D2_0416, 8.83
G5_D4_132|G1_D1_1297, G5_D4_132|G1_D1_1297, 8.56
G5_D4_133|G1_D1_3146, G5_D4_133|G1_D2_2283, 30.07
G5_D4_167|G1_D2_0254, G5_D4_167|G1_D1_2040, 9.87
G5_D4_171|G4_D1_2993, G5_D4_171|G4_D2_0005, 25.00
G5_D4_241|G1_D2_0373, G5_D4_241|G1_D3_1168, 72.60
G5_D4_242|G1_D1_3064, G5_D4_242|G1_D2_1987, 10.50
G5_D4_266|G2_D7_0743, G5_D4_266|G2_D7_0409, 65.49
G5_D4_272|G1_D1_1907, G5_D4_272|G1_D1_2346, 24.66
G5_D4_278|G2_D7_1592, G5_D4_278|G2_D7_2045, 31.03
G5_D4_283|G2_D7_1613, G5_D4_283|G2_D8_2502, 36.25
G5_D4_297|G4_D1_2679, G5_D4_297|G4_D2_1399, 14.61
G5_D4_305|G1_D1_1805, G5_D4_305|G1_D1_1835, 3.43
G5_D4_358|G4_D2_0919, G5_D4_358|G4_D1_0212, 26.20
G5_D4_369|G1_D2_2397, G5_D4_369|G1_D2_2345, 30.29
G5_D4_391|G1_D2_0779, G5_D4_391|G1_D3_0880, 21.59
G5_D4_407|G4_D2_1536, G5_D4_407|G4_D1_1960, 32.08
G5_D4_416|G3_D1_0486, G5_D4_416|G3_D2_1778, 13.87
G5_D4_419|G3_D2_1776, G5_D4_419|G3_D1_0488, 24.58
G5_D4_454|G3_D2_0060, G5_D4_454|G3_D1_0296, 31.95
G5_D4_460|G1_D1_1043, G5_D4_460|G1_D2_0334, 11.30
G5_D4_553|G2_D7_2051, G5_D4_553|G2_D8_2721, 21.30
G5_D4_572|G4_D1_3202, G5_D4_572|G4_D1_1433, 17.65
G5_D4_573|G1_D1_1818, G5_D4_573|G1_D1_1848, 65.12
G5_D4_575|G1_D1_1847, G5_D4_575|G1_D1_1817, 90.37
G5_D4_576|G1_D1_1846, G5_D4_576|G1_D1_1816, 87.62
G5_D4_577|G1_D1_1845, G5_D4_577|G1_D1_1815, 59.91
G5_D4_578|G1_D1_1814, G5_D4_578|G1_D1_1844, 15.07
G5_D4_593|G5_D4_593, G5_D4_593|G5_D1_2386, 100.00
G5_D4_607|G3_D2_2624, G5_D4_607|G3_D2_0394, 38.28
G5_D4_632|G1_D2_2442, G5_D4_632|G1_D2_0359, 33.46
G5_D4_636|G2_D7_1531, G5_D4_636|G2_D8_3021, 22.91
G5_D4_642|G4_D1_2688, G5_D4_642|G4_D1_3207, 26.60
G5_D4_644|G2_D5_043, G5_D4_644|G2_D7_0089, 28.52
G5_D4_650|G2_D6_0091, G5_D4_650|G2_D7_1833, 3.03
G5_D4_652|G1_D1_1793, G5_D4_652|G1_D1_1823, 6.38
G5_D4_726|G1_D3_0150, G5_D4_726|G1_D1_2263, 67.73
G5_D4_738|G3_D2_0151, G5_D4_738|G3_D1_0725, 26.38
G5_D4_754|G3_D2_3221, G5_D4_754|G3_D1_0742, 11.73
G5_D4_764|G3_D2_1778, G5_D4_764|G3_D1_0486, 15.91
G5_D4_768|G1_D2_1776, G5_D4_768|G1_D2_0685, 31.49
G5_D4_794|G3_D2_1447, G5_D4_794|G3_D2_2548, 5.67
G5_D4_796|G3_D1_2323, G5_D4_796|G3_D2_2088, 23.41
G5_D4_798|G3_D1_0092, G5_D4_798|G3_D2_3173, 16.37
G5_D4_890|G3_D1_1873, G5_D4_890|G3_D1_1082, 4.62
G5_D4_903|G4_D2_1579, G5_D4_903|G4_D2_1579, 10.28
G5_D4_907|G3_D1_0092, G5_D4_907|G3_D2_3173, 36.93
G5_D4_911|G3_D2_2652, G5_D4_911|G3_D2_2655, 41.22
G5_D4_913|G1_D2_1917, G5_D4_913|G1_D3_0237, 3.83
G5_D4_951|G3_D2_3044, G5_D4_951|G3_D2_1097, 9.36
G5_D4_957|G4_D1_0713, G5_D4_957|G4_D2_0159, 4.87
